Target,Target (Unofficial English translation generated by Artificial Intelligence),Country,Country ISO3,Provenance,Reference year,Expected year of achievement,Location,Location (Unofficial English translation generated by Artificial Intelligence),Total Target Area (km²),Type of LDN intervention,Restore/improve tree covered areas,Increase tree covered areas extent,Restore/improve croplands,Restore/improve grasslands,Restore/improve wetlands,Increase soil fertility and carbon stock,Manage artificial surfaces,Restore/improve protected areas,Increase protected areas,Improve coastal management,General instrument (e.g. policies/economic incentives),Restore/improve multiple land uses,Reduce/halt conversion of multiple land uses,Restore/improve multiple functions,Restore productivity and soc in croplands and grasslands,Other/general/unspecified,Level of achievement,Other important goals addressed by this target,Validation level,Geometry UID,Geometry type
دراسة مواقع تنفيذ مشاريع إعادة تأهيل المراعي المتدهورة وحصاد مياه الامطار (دراسة),Study of sites for the implementation of projects to rehabilitate degraded pastures and harvest rainwater (study),Saudi Arabia,SAU,"Other: (تحت دراسة تحديد الأثار)
(Unofficial English translation generated by Artificial Intelligence: Under the study of impact assessment.)
",NA,2026,جميع انحاء المملكة,All regions of the Kingdom,NA,"Reverse
",NA,NA,NA,"4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Restore rangeland
4.3 Improve land productivity in grasslands
4.4 Halt/reduce conversion of grassland to other land cover types
","5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
","6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
",NA,"8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
","9 Increase protected areas
9.1 Increase protected area extent","10 Improve coastal management
10.1 Reduce coastal erosion
10.2 Reduce saline water intrusion in coastal zones
","11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Restore vegetation cover (unspecified land use)
16.3 Achieve LDN
16.4 Improve land productivity (unspecified land use)
",ongoing,"Other: (اضافة اهداف المشروع)
(Unofficial English translation generated by Artificial Intelligence: Addition of project goals)
",active,NA,NA
دراسة إمكانية تحويل مزارع الأعلاف المهجورة في المملكة العربية السعودية إلى الزراعة الرعوية بالنباتات البريه (دراسة),Study the possibility of converting abandoned forage farms in Saudi Arabia into rangeland agriculture using wild plants (study),Saudi Arabia,SAU,"Other: (تحسين استخدام الأراضي واساليب الري)
(Unofficial English translation generated by Artificial Intelligence: Improving land use and irrigation methods)
",NA,2026,جميع انحاء المملكة,All regions of the kingdom,NA,"Reduce
Reverse
",NA,NA,"3.1 Halt/reduce conversion of cropland to other land cover types
","4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Improve land productivity in grasslands
4.3 Halt/reduce conversion of grassland to other land cover types
",NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
",NA,NA,NA,NA,NA,NA,13 Reduce/halt conversion of multiple land uses,14 Restore/improve multiple functions,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,partially_achieved,"Other: (مبادرة تنفيذ استراتيجية المراعي)
(Unofficial English translation generated by Artificial Intelligence: Initiative to implement the pastoralism strategy)
",active,NA,NA
دراسة تحديد المواقع الرعوية الجيدة ذات الألوية في الحماية وتحديد طرق تنميتها (دراسة),Study of identifying well-located grazing areas with protection characteristics and determining methods for their development (study),Saudi Arabia,SAU,"Other: (المحافظة على أراضي المراعي وتنميتها)
(Unofficial English translation generated by Artificial Intelligence: Maintaining and developing grazing lands.)
",NA,2026,جميع انحاء المملكة,All regions of the kingdom.,NA,"Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Increase land productivity in tree covered areas
1.2 Restore/improve grasslands
","2 Increase tree-covered area extent
",NA,"4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Improve land productivity in grasslands
4.3 Halt/reduce conversion of grassland to other land cover types
",NA,NA,NA,"8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
","9 Increase protected areas
9.1 Increase protected area extent","10 Improve coastal management
10.1 Reduce coastal erosion
10.2 Reduce saline water intrusion in coastal zones
",NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Restore vegetation cover (unspecified land use)
16.3 Achieve LDN
16.4 Improve land productivity (unspecified land use)
",ongoing,"Other: (مبادرة تنفيذ استراتيجية المراعي)
(Unofficial English translation generated by Artificial Intelligence: Initiative to implement the Grazing Strategy.)
",active,NA,NA
"mesure structurale permettant le traitement (comblement) des ravins (en aval) dans un systéme de bassin versant, renforcée par l'action des cordons pierreux en aval","Structural measure allowing the treatment (filling) of gullies (downstream) in a watershed system, reinforced by the action of stone check dams downstream.",Senegal,SEN,LDN Pilot Project,NA,2020,Kidira,Kidira,1.00,"Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
"une alternative pour la gestion du changement climatique en tant que modèle innovant de développement durable et de
résilience des Communautés locales des terroirs",An alternative for managing climate change as an innovative model for sustainable development and resilience of local communities in the land.,Senegal,SEN,LDN Pilot Project,NA,2019,tracé GMV,"Sorry, ""tracé GMV"" does not have a specific meaning in French and does not translate to English.",333.00,"Reduce
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partially_achieved,NA,active,NA,NA
"une alternative pour la gestion du changement climatique en tant que modèle innovant de développement durable et de
résilience des Communautés locales des terroirs",An alternative for managing climate change as an innovative model for sustainable development and resilience of local communities in the land.,Senegal,SEN,LDN Pilot Project,NA,2019,tracé GMV,GMV trace,130.00,"Avoid
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
Récupération des terres salées,Recovery of saline lands,Senegal,SEN,LDN Pilot Project,NA,2022,Fatick,NA,5.00,"Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Rehabilitate bare or degraded land for crop production
3.2 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
Conversion des zones cultivées en forêt régionale,Conversion of cultivated areas into regional forest,Senegal,SEN,2022 reporting,NA,2022,"Linguére, Nguith","I'm sorry, but ""Linguére, Nguith"" does not have a specific meaning in English.",5.00,"Reverse
","1 Restore/improve tree-covered areas
1.1 Increase land productivity in tree covered areas
",NA,NA,NA,NA,NA,NA,NA,"9 Increase protected areas
9.1 Increase protected area extent",NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
mettre en place une retenue d'eau pour limiter la perte de couche arable par ruissellemnt et pour favoriser la recharge de la nappe phréatique,no translation needed - the text is already in French,Senegal,SEN,LDN Pilot Project,NA,2022,"Tambacounda, Tabanding","Tambacounda, Tabanding",3.00,"Avoid
",NA,NA,"3 Restore/improve croplands
3.1 Improve water use for irrigation
",NA,NA,"6 Increase soil fertility and carbon stock
6.1 Reduce soil erosion
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,achieved,NA,active,NA,NA
Aménagement forestier,Forest management,Senegal,SEN,LDN Pilot Project,NA,2030,Kolda,Kolda,215.00,"Reduce
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Improve tree cover management
",NA,NA,NA,NA,NA,NA,"8 Restore/improve protected areas
8.1 Improve management of protected areas
",NA,NA,NA,NA,NA,NA,NA,NA,partially_achieved,NA,active,NA,NA
" Sur la période 2020-2035, 18 809.96 km2 de terres forestières seront restaurées et gérées durablement.","Over the period 2020-2035, 18,809.96 km2 of forest land will be restored and sustainably managed.",Senegal,SEN,Participation in the LDN Target Setting Programme,NA,2032,"régions de Tambacounda, Kolda, Fatick, Kaolack,kedougou",NA,2600.00,"Reverse
","1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Sur la période 2020-2035, 10 257.06 km2 de terres de parcours et de prairies seront restaurées et gérées durablement","Over the period 2020-2035, 10,257.06 km2 of rangelands and grasslands will be restored and sustainably managed.",Senegal,SEN,Participation in the LDN Target Setting Programme,NA,2031,"Louga, Saint-louis, Diourbel,Matam, Kaolack",These are the names of regions in Senegal.,1200.00,"Reverse
",NA,NA,NA,"4 Restore/improve grasslands
4.1 Restore rangeland
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"• Sur la période 2020-2035, 19 894.12 km2 de terres cultivées seront restaurées et gérées durablement","Over the period 2020-2035, 19,894.12 km2 of cultivated land will be restored and sustainably managed.",Senegal,SEN,Participation in the LDN Target Setting Programme,NA,2033,"Saint-louis, Matam, Tambacounda, Kaolack, Fatick, Sedhiou",NA,1125.00,"Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"• Sur la période 2020-2035, 1 147.58 km2 de zones humides seront restaurées et gérées durablement.","Over the period 2020-2035, 1,147.58 km2 of wetlands will be restored and sustainably managed.",Senegal,SEN,Participation in the LDN Target Setting Programme,NA,2033,"Fatick, Kaolack, Sedhiou, Ziguinchor",NA,300.00,"Reverse
",NA,NA,NA,NA,"5 Restore/improve wetlands
5.1 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"• Sur la période 2020-2035, 1 348.27 km2 de zones marginales (zones artificielles, terrain nu et autres domaines) seront restaurées et gérées durablement","Over the period 2020-2035, 1,348.27 km2 of marginal areas (artificial areas, bare land, and other domains) will be restored and sustainably managed.",Senegal,SEN,Participation in the LDN Target Setting Programme,NA,2030,Kedougou,NA,85.00,"Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
To increase the area of national territory under forests to 41.4% by 2050,NA,Serbia,SRB,Participation in the LDN Target Setting Programme,NA,2050,Country territory,NA,NA,"Avoid
Reduce
","1 Restore/improve tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"To increase the area under forests in the Autonomous Province of Vojvodina to 14.3%, primarily by applying the system of forest protection belts",NA,Serbia,SRB,Participation in the LDN Target Setting Programme,NA,NA,Autonomous Province of Vojvodina,Autonomous Province of Vojvodina,NA,"Avoid
Reduce
","1 Restore/improve tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"To increase the level of forest cover in areas under bare and degraded soil, in mountainous areas south of the Sava and Danube Rivers, in the area of 100,000 ha
by 2030 so as to control erosion and torrential processes
",NA,Serbia,SRB,Participation in the LDN Target Setting Programme,NA,2030,"Mountainous areas south of the Sava and Danube Rivers,",NA,1000.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
NA,NA,Serbia,SRB,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
"Maintain forest cover through sustainable management of forest and biodiversity over and area of 287 Km2 (2,870 ha)",NA,Seychelles,SYC,Participation in the LDN Target Setting Programme,NA,NA,NA,NA,287.00,NA,"1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
1.2 Improve tree cover management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Maintain and restore coastal wetlands and mangroves forests over an area of 7.93 Km2 (793 ha),NA,Seychelles,SYC,Participation in the LDN Target Setting Programme,NA,NA,NA,NA,7.93,NA,NA,NA,NA,NA,"5 Restore/improve wetlands
5.1 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,"10 Improve coastal management
",NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Expand and promote good/smart agricultural/agronomic measures and practises over an area of 6.82 Km2) (682 ha),NA,Seychelles,SYC,Participation in the LDN Target Setting Programme,NA,NA,NA,NA,6.82,NA,NA,NA,"3 Restore/improve croplands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
Apply effective LDN and SLM/ land use planning and contain urban/artificial areas within an overall area of 56.6 Km2 (5660 ha),NA,Seychelles,SYC,Participation in the LDN Target Setting Programme,NA,NA,NA,NA,56.60,NA,NA,NA,"3 Restore/improve croplands
3.1 Practise sustainable land management
",NA,NA,NA,"7 Manage artificial surfaces
7.1 Improve land productivity on artificial surfaces
",NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
Put  in  place  an  LDN  monitoring  system  (GIS  &  Remote  Sensing)  and  develop  adequate  human resources  skills  at  the  national  level  to  continuously  assess  and  review  the  land  use/cover  carrying capacity/LDN measures of each sector annually to achieve LDN,NA,Seychelles,SYC,Participation in the LDN Target Setting Programme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
"By 2030, promote reforestation through agro-forestry and 
sustainable land management practices, and the implementation of 
alternative livelihood schemes to restore 175 Sq. Km originally forested land in 2000 that has changed or lost its forest cover by 2010",NA,Sierra Leone,SLE,Participation in the LDN Target Setting Programme,NA,2030,Sierra Leone,Sierra Leone,175.00,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Restore/improve grasslands
1.5 Improve tree cover management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"United Nations Framework Convention
",active,NA,NA
"By 2030, promote reforestation through agro-forestry and 
sustainable land management practices, and the implementation of 
alternative livelihood schemes to restore 175 Sq. Km originally forested land in 2000 that has changed or lost its forest cover by 2010",NA,Sierra Leone,SLE,Participation in the LDN Target Setting Programme,NA,2030,Sierra Leone,Sierra Leone,175.00,"Avoid
Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Improve water use for irrigation
3.3 Rehabilitate bare or degraded land for crop production
3.4 Practise sustainable land management
3.5 Halt/reduce conversion of cropland to other land cover types
",NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"United Nations Framework Convention
",active,NA,NA
"By the year 2030, improve the productivity of 1,864 sq.km of land 
area covered by shrubs, grasslands and sparse vegetation through controlled grazing, avoiding overgrazing, and adopting wild bush fire management 
practices.",NA,Sierra Leone,SLE,Participation in the LDN Target Setting Programme,NA,2030,Sierra Leone,Sierra Leone,1854.00,"Avoid
Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Improve water use for irrigation
3.3 Rehabilitate bare or degraded land for crop production
3.4 Practise sustainable land management
3.5 Halt/reduce conversion of cropland to other land cover types
","4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Restore rangeland
4.3 Improve land productivity in grasslands
4.4 Halt/reduce conversion of grassland to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,ongoing,"United Nations Framework Convention
",active,NA,NA
"By 2030, improve the productivity of 8,464 sq.km of croplands 
through sustainable land management practices, agro-forestry and the 
establishment of green corridors in large scale commercial farms.
",NA,Sierra Leone,SLE,Participation in the LDN Target Setting Programme,NA,2030,Sierra Leone,Sierra Leone,8464.00,"Avoid
Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Improve water use for irrigation
3.3 Rehabilitate bare or degraded land for crop production
3.4 Practise sustainable land management
3.5 Halt/reduce conversion of cropland to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"United Nations Framework Convention
",active,NA,NA
"By 2035, implement wetlands conservation measures in order to 
improve 330 Sq. Km of wetlands showing decline, early signs of decline or stable but stressed conditions in net land productivity dynamics",NA,Sierra Leone,SLE,Participation in the LDN Target Setting Programme,NA,2030,Sierra Leone,Sierra Leone,330.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
increase of areas under organic farming,NA,Slovakia,SVK,2022 reporting,NA,2030,agricultural area of Slovakia,"Sorry, the text is already in English.",NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Target 1: Rehabilitating of 988 ha of degraded forests ,NA,Somalia,SOM,Participation in the LDN Target Setting Programme,NA,2024,areas identified as hotspots in the Somalia LDN,NA,NA,"Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partially_achieved,NA,active,NA,NA
Target 2: Reduce conversion of forests and wetlands into land cover classes.,NA,Somalia,SOM,Participation in the LDN Target Setting Programme,NA,2030,areas identified as hotspots in the Somalia LDN,NA,NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_achieved,NA,active,NA,NA
Target 3: Minimize conversion of grassland and croplands into artificial surfaces ,NA,Somalia,SOM,Participation in the LDN Target Setting Programme,NA,2030,areas identified as hotspots in the Somalia LDN,NA,NA,"Avoid
Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_achieved,NA,active,NA,NA
" Target 4: Improve land productivity on 33342 ha of Tree-covered areas, 472,227 ha of grassland, 7709 
ha of cropland currently showing stressed productivity through sustainable land 
management practices",NA,Somalia,SOM,Participation in the LDN Target Setting Programme,NA,2030,areas identified as hotspots in the Somalia LDN,NA,NA,"Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partially_achieved,NA,active,NA,NA
 Target 5: Stop the conversion of cropland to other land cover classes ,NA,Somalia,SOM,Participation in the LDN Target Setting Programme,NA,2030,areas identified as hotspots in the Somalia LDN,NA,NA,"Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_achieved,NA,active,NA,NA
Target 6: Improve carbon stocks of cultivated (61898 ha) areas,NA,Somalia,SOM,Participation in the LDN Target Setting Programme,NA,2030,areas identified as hotspots in the Somalia LDN,NA,NA,"Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partially_achieved,NA,active,NA,NA
"Target 7: Restore and increase the productivity of (448,527 km2) of agricultural land using modern 
agricultural techniques and SLM practice in all areas ",NA,Somalia,SOM,Participation in the LDN Target Setting Programme,NA,2030,areas identified as hotspots in the Somalia LDN,NA,NA,"Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partially_achieved,NA,active,NA,NA
"Target 8: Rehabilitate and increase the productivity of (472,227 ha) grassland",NA,Somalia,SOM,Participation in the LDN Target Setting Programme,NA,2030,areas identified as hotspots in the Somalia LDN,NA,NA,"Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partially_achieved,NA,active,NA,NA
"Target 9: Stop the occurrence of soil erosion by rainwater, particularly in the northern ranges owing to 
steep topography by creating dams for water harvesting to be utilized for agricultural 
purposes",NA,Somalia,SOM,Participation in the LDN Target Setting Programme,NA,2030,areas identified as hotspots in the Somalia LDN,NA,NA,"Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partially_achieved,NA,active,NA,NA
"Target 10:  Increase land protected against soil erosion to 1,034,509 ha ",NA,Somalia,SOM,2022 reporting,NA,2024,areas identified as hotspots in the Somalia LDN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partially_achieved,NA,active,NA,NA
Target 11: Improve stressed/declining land productivity reduced by 25%,NA,Somalia,SOM,2022 reporting,NA,2030,areas identified as hotspots in the Somalia LDN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_achieved,NA,active,NA,NA
Target12: Traditional Biomass energy consumption is reduced to 32%.,NA,Somalia,SOM,2022 reporting,NA,2024,areas identified as hotspots in the Somalia LDN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Rehabilitate and sustainably manage 18095 km2 of “forest” (i.e. following FAO land cover classification that includes savanna) by 2030 ,NA,South Africa,ZAF,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,18095.00,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Restore/improve grasslands
1.4 Improve tree cover management
",NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Reduce soil erosion
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
"Rehabilitate and sustainably manage 72745 km2 of shrubland, grassland and sparsely vegetated areas showing early signs of decline and showing declining productivity",NA,South Africa,ZAF,Participation in the LDN Target Setting Programme,NA,2030,"Fynbos, grassland, thicket, low-tree (<5m) savanna, Succulent Karoo, Nama Karoo and desert",NA,72745.00,"Avoid
Reduce
Reverse
",NA,NA,NA,"4 Restore/improve grasslands
4.1 Restore rangeland
4.2 Improve land productivity in grasslands
",NA,"6 Increase soil fertility and carbon stock
6.1 Reduce soil erosion
",NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,13 Reduce/halt conversion of multiple land uses,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,"16 Other/general/unspecified
",ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
Rehabilitate 620 km2 wetlands by 2030,Rehabilitate 620 km2 wetlands by 2030,South Africa,ZAF,Participation in the LDN Target Setting Programme,NA,2030,National,NA,620.00,"Avoid
Reverse
",NA,NA,NA,NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
Other: (Ramsar Convention)
",active,NA,NA
Improve productivity and SOC stocks in 60000 km2 of cropland by 2030,NA,South Africa,ZAF,Participation in the LDN Target Setting Programme,NA,2030,National,NA,60000.00,"Reduce
Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Reduce soil erosion
6.2 Increase carbon stock and reduce soil/land degradation
6.3 Improve watershed/landscape management
",NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,"16 Other/general/unspecified
16.1 Improve land productivity (unspecified land use)
",ongoing,NA,active,NA,NA
Rehabilitate 3500 km2 of artificial areas by 2030,NA,South Africa,ZAF,Participation in the LDN Target Setting Programme,NA,2030,National,NA,3500.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,"7 Manage artificial surfaces
7.1 Restore degraded mining areas
",NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Restore vegetation cover (unspecified land use)
16.3 Other/general/unspecified
",ongoing,NA,active,NA,NA
Clear 10640 km2 of alien invasive species by 2030,NA,South Africa,ZAF,Participation in the LDN Target Setting Programme,NA,2030,National,NA,10640.00,"Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,"8 Restore/improve protected areas
8.1 Improve management of protected areas
",NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Improve land productivity (unspecified land use)
16.3 Other/general/unspecified
",ongoing,"Convention on Biological Diversity
Bonn Challenge
",active,NA,NA
Clear 6335 km2 of bush encroached land by 2030,NA,South Africa,ZAF,Participation in the LDN Target Setting Programme,NA,2030,National,NA,6335.00,"Reduce
Reverse
",NA,NA,NA,"4 Restore/improve grasslands
4.1 Improve land productivity in grasslands
4.2 Halt/reduce conversion of grassland to other land cover types
",NA,NA,NA,"8 Restore/improve protected areas
8.1 Improve management of protected areas
",NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
Bonn Challenge
",active,NA,NA
LDN is achieved by 2030 as compared to 2015 (no net loss),NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved by 2030 as compared to 2015 and an additional 10% of the national territory has improved (net gain),NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,National,NA,NA,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in each of the former 10 states of South Sudan by 2030 as compared to 2015 (no net loss),NA,South Sudan,SSD,Participation in the LDN Target Setting Programme,NA,2030,"Sub-national, former 10 states of South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
",ongoing,NA,active,NA,NA
